Name,Type,AUM,Typical Check Size,HQ / Location,Industry,Sectors,Stages,Portfolio Count,Founded,Employees,Website,LinkedIn,Twitter,Emails,Phones,Addresses,Description,Status,Source,Enrichment Status,Record ID
Hasso Plattner Ventures,Family Office,$300M,$500K-$10M,"Potsdam, Germany",Technology,Enterprise Software; SaaS; Cloud Computing; AI; Big Data; Internet of Things (IoT); Fintech,Pre-seed; Seed; Series A; Series B,50,2005,11-50,https://www.hp-ventures.com,https://www.linkedin.com/company/hasso-plattner-ventures/,https://twitter.com/HP_Ventures,,,,"Hasso Plattner Ventures (HP Ventures) is the investment arm of Hasso Plattner, co-founder of SAP, focusing on early-stage technology companies in Europe. The firm primarily invests in enterprise software, SaaS, cloud computing, AI, and big data startups, leveraging Plattner's deep industry expertise and network to support portfolio companies.",,folk,enriched,f5414c52-fe0d-4d5e-bdd9-923ee1b33611
Hedgewood,Family Office,$500M-$1B,$1M-$10M,"Toronto, Canada",Wealth Management,Technology; Healthcare; Fintech; Real Estate; Consumer,Seed; Series A; Series B; Growth,50,2000,11-50,https://www.hedgewood.com,https://www.linkedin.com/company/hedgewood/,https://twitter.com/hedgewood,,,,"Hedgewood is a multi-family office based in Toronto, Canada, managing capital for high-net-worth families with a focus on long-term wealth preservation and growth. The firm invests across diversified asset classes, including venture capital, private equity, and real estate, with a preference for early-stage and growth opportunities in North America.",,folk,enriched,199adbfb-5d54-4eb7-a13e-da6d8cd30ecb
HT Capital,Family Office,$5B+,$50M-$500M,"Hong Kong, Hong Kong",Family Office,Real Estate; Technology; Healthcare; Financial Services; Infrastructure,Growth; Series C; Series D,50,1990,11-50,https://www.htcapital.com.hk,https://www.linkedin.com/company/ht-capital/,,,,,"HT Capital is the family office of the Ho family, founders of the Henderson Land Development Company, one of Hong Kong's largest property conglomerates. The firm focuses on global investments across real estate, technology, healthcare, and financial services, with a strong emphasis on Asia-Pacific markets and long-term value creation.",,folk,enriched,65b58f27-2e73-4c1c-8151-12cec12ecf16
Inbox Capital,Family Office,$200M,$250K-$2M,Sweden,"Fintech, Medtech, E-sports, B2B SaaS and Deep Social Networks.",Fintech; Medtech; E-sports; B2B SaaS; Deep Social Networks,Pre-seed; Seed; Series A,50,2010,11-50,https://www.inboxcap.com/contact/,https://in.linkedin.com/company/inbox-capital-ab,https://twitter.com/InboxCapital,,,,"Inbox Capital, based in Stockholm, Sweden, is a family-owned investment company specializing in disruptive and rapidly expanding technology sectors such as Fintech, Medtech, E-sports, B2B SaaS, and Deep Social Networks. Leveraging their own experience in building global businesses, they prioritize strong entrepreneurial leadership and persistence in the companies they invest in. They offer not just capital but also strategic advice and access to a broad network. With a focus on companies demonstrating a solid business model and significant growth metrics, their portfolio includes around 50 notable companies like VOI, Revolut, Truecaller, Meds, Acast, and Fishbrain.",,folk,enriched,d10a5461-7ca0-4dbd-a49e-e81a2a7de51a
K5 Family Office,Family Office,$500M-$1B,$1M-$10M,"Newport Beach, California, United States",Wealth Management & Private Investments,Technology; Consumer; Real Estate; Fintech; Healthcare,Seed; Series A; Series B; Growth,50,2010,11-50,https://www.k5global.com,https://www.linkedin.com/company/k5-global/,https://twitter.com/K5Global,,,,"K5 Family Office is a single-family office based in Newport Beach, California, managing the wealth and investments of the K5 Global founding family. The firm focuses on diversified investments across venture capital, private equity, real estate, and public markets, with a strong emphasis on technology, consumer, and real estate sectors.",,folk,enriched,73b26c77-e45a-4657-b241-f6e05081643c
Kairos Capital Group,Family Office,$1B+,$1M-$20M,"Singapore, Singapore",https://kairos-cp.com,Technology; Fintech; Healthcare; Real Estate; Private Equity; Venture Capital,Seed; Series A; Series B; Growth,50,2010,11-50,https://kairos-cp.com,https://www.linkedin.com/company/kairos-capital-group/,,,,,general@kairos-cp.com,,folk,enriched,ffc652d3-36c0-439e-a534-3d12f87a4aea
Kasamar Holdings,Family Office,$2B+,$20M-$100M,"Abu Dhabi, United Arab Emirates",Wealth Management & Investment,Real Estate; Private Equity; Public Securities; Infrastructure; Energy,Growth; Series C; Series D; Bridge,50,,11-50,https://www.kasamarholdings.com,https://www.linkedin.com/company/kasamar-holdings,,,,,"Kasamar Holdings is a multi-generational family office based in Abu Dhabi, United Arab Emirates, managing the wealth of the Al Nowais family. The firm invests across private equity, real estate, and public securities, with a focus on long-term value creation and diversification in the Middle East and global markets.",,folk,enriched,34d9ac63-54e7-454e-86f1-6f826d409627
Key Family Partners,Multi-Family Office,$1B+,€500K-€2M,"Zurich, Switzerland","Wealth Management, Venture Capital, Investment Management, Consulting & Professional Services",Technology; Fintech; Healthcare; Sustainability; Real Estate,Pre-Seed; Seed,50,2010,11-50,https://www.keyfamilypartners.com,https://www.linkedin.com/company/key-family-partners,https://twitter.com/KeyFamilyPart,,,Zurich; HQ; Bahnhofstrasse 10; Switzerland; 8001,"Key Family Partners (KFP) is a multi-family office based in Switzerland, specializing in asset protection, investment management, and tailored wealth solutions for ultra-high-net-worth families. The firm operates as a private investment club, providing venture capital, direct investments, and personalized financial services with a focus on early-stage opportunities in technology, fintech, and healthcare sectors.",,folk,enriched,e4e2a960-f667-4b13-80de-93804bf1d42e
Kingdom Holding Company,Family Office,$15B+,$50M-$500M,"Riyadh, Saudi Arabia",Investment Holding,Hospitality; Real Estate; Technology; Media; Financial Services; Luxury,Growth; Bridge,50,1980,501-1000,https://www.kingdom.com.sa,https://www.linkedin.com/company/kingdom-holding-company/,https://twitter.com/KingdomKHC,,,,"Kingdom Holding Company is a diversified investment holding firm founded by Prince Alwaleed bin Talal, a member of the Saudi royal family. The company focuses on global equities, real estate, hospitality, and media, with a portfolio spanning high-profile assets such as luxury hotels, technology companies, and financial services.",,folk,enriched,367c21de-3406-48ba-8412-1d2b534c1884
Krüger Family Office,Family Office,$1B+,$1M-$20M,"Hamburg, Germany",Wealth Management,Consumer Goods; Retail; Technology; Healthcare; Sustainability; Real Estate,Seed; Series A; Series B; Series C; Growth,50,1990,11-50,https://www.krueger-family-office.com,https://www.linkedin.com/company/kr%C3%BCger-family-office/,,,,,"Krüger Family Office is the private investment and wealth management arm of the Krüger family, one of Germany's prominent entrepreneurial families with roots in the retail and consumer goods sectors. The family office focuses on preserving and growing generational wealth through diversified investments across private equity, venture capital, real estate, and public markets, with a strong emphasis on sustainable and impact-driven opportunities.",,folk,enriched,697b9e0d-cde7-4f0f-8e6d-5f84dbadafc6
Malpani Ventures,Family Office,$50M-$100M,$50K-$500K,"Mumbai, India",https://www.malpaniventures.com,Healthcare; EdTech; Fintech; Technology,Pre-seed; Seed,50,2010,1-10,https://www.malpaniventures.com,https://www.linkedin.com/company/malpani-ventures/,https://twitter.com/malpaniventures,,,"BKC, Mumbai, Maharashtra, India - 400071",pitch@malpaniventures.com,,folk,enriched,b1f5b2c3-75b6-49bd-8cae-fc41adc8aaf7
Megan Ellison (Annapurna),Family Office,$500M+ (estimated),$10M-$100M,"Los Angeles, USA",Entertainment & Media,Film Production; Entertainment; Media,Growth; Bridge,50,2011,51-200,https://annapurna pictures.com,https://www.linkedin.com/company/annapurna-pictures/,https://twitter.com/annapurnapics,,,,"Annapurna Pictures, founded by Megan Ellison, is a film production and financing company focused on backing high-quality, auteur-driven films and prestige independent cinema. The company operates as a family office-backed entity, leveraging the Ellison family's wealth to support visionary filmmakers and projects, including Academy Award-nominated films like 'Zero Dark Thirty' and 'Her.'",,folk,enriched,fd81f27c-749b-4c6f-8dad-512ee8e39f6f
Noor Holding,Family Office,$5B+,$10M-$100M,"Kuwait City, Kuwait",noorholding.co,Real Estate; Retail; Hospitality; Technology; Private Equity; Consumer Goods,Growth; Series C; Series D; Bridge,50,1950,51-200,https://www.noorholding.com,https://www.linkedin.com/company/noor-holding/,,,,,info@noorholding.co,,folk,enriched,9daaa16b-d5a7-41aa-b085-fbb3d6383734
Pareto Holdings,Family Office,$500M,$500K-$5M,"San Francisco, United States",Investment Management,Fintech; Marketplaces; SaaS; Technology,Pre-seed; Seed; Series A,50,2015,1-10,https://www.pareto20.com,https://www.linkedin.com/company/pareto-holdings/,https://twitter.com/edwardlando,,,,"Pareto Holdings is a single-family office managing the wealth of entrepreneur and investor Edward Lando. The firm focuses on early-stage technology investments, particularly in fintech, marketplaces, and software, with a strong presence in the U.S. and Europe. Pareto Holdings is known for its hands-on approach and long-term investment horizon.",,folk,enriched,9debe756-eca2-4a48-8ff8-5ac6dedba7ee
Patni Financial Advisors,Family Office,$1B,$2M-$25M,"Mumbai, India",Wealth Management & Family Office Services,Real Estate; Commodities; Public Equity; Private Equity; Private Debt; Infrastructure,Growth; Bridge,50,2000,11-50,https://patniadvisors.com/,https://www.linkedin.com/company/patni-financial-advisors/,https://twitter.com/PatniAdvisors,,,,"Patni Financial Advisors is a multi-family office based in Mumbai, India, managing the wealth of the Patni family and other ultra-high-net-worth individuals. The firm specializes in a diversified investment strategy across asset classes, including real estate, commodities, public and private equity, debt, and infrastructure, with a focus on long-term capital preservation and growth.",,folk,enriched,5d310185-174a-4b4b-968b-0d8ee9ccbf2c
PECA - Family Office,Family Office,$1B+,$1M-$20M,"London, United Kingdom",Wealth Management & Investment,Real Estate; Technology; Healthcare; Education; Social Impact,Seed; Series A; Series B; Growth,50,1992,11-50,https://www.peca.co.uk,https://www.linkedin.com/company/peca-limited/,https://twitter.com/PECA_Family,,,,"PECA - Family Office is a single-family office based in the United Kingdom, managing the wealth and investments of the Pears family. The firm focuses on a diversified portfolio across real estate, private equity, venture capital, and philanthropic initiatives, with a strong emphasis on long-term value creation and social impact.",,,enriched,e2c9fd7c-13b8-494e-8574-34ca74cc37fe
Premji Invest,Family Office,$5B+,$20M-$100M,"Bengaluru, India (with an additional office in Menlo Park, USA)",Investment Management,Technology; Consumer; Financial Services; FinTech; Healthcare; Industrials,Seed; Series A; Series B; Series C; Growth,50,2006,51-200,https://www.premjiinvest.com,https://www.linkedin.com/company/premjiinvest/,,,,,"Premji Invest is the private investment office of Azim Premji, the founder of Wipro Limited, managing his personal wealth and family assets. The firm focuses on public markets, growth equity, and early-stage investments across sectors such as Consumer, Financial Services, FinTech, Healthcare, and Industrials, with a strong governance-driven mandate.",,folk,enriched,00456b48-62ee-419f-91d8-de7c06335031
Raptor Group,Family Office,$3B+ (estimated),$10M-$100M,"Boston, United States",Investment Management,Sports; Media & Entertainment; Technology; Fintech; Real Estate,Series A; Series B; Series C; Growth; Late Stage,50,2000,11-50,https://www.raptorgroup.com/contact-us/,https://www.linkedin.com/company/raptor-group/,https://twitter.com/RaptorGroup,,,,"Raptor Group is a diversified family office and investment firm founded by James Pallotta, focusing on sports, media, technology, and real estate. The firm operates globally, with a strong emphasis on sports data, media platforms, and late-stage venture capital investments, often targeting high-growth opportunities in the sports and entertainment sectors.",,folk,enriched,adb0f824-df01-4954-9a40-7a66b0c4ee02
Rigby Group plc,Private,3900000000,£1M-£50M,"Birmingham, United Kingdom","Technology, Real Estate, Finance, Private Equity, Investments",Technology; Aviation; Real Estate; Finance; Private Equity; Hospitality,Seed; Series A; Series B; Series C; Growth,50,1975,5001-10000,https://www.rigbygroupplc.com,https://www.linkedin.com/company/rigbygroup,https://twitter.com/RigbyGroupPLC,,,"Rigby Group plc, Rigby House, 1 Scotchmills Road, Birmingham, B33 9FH, United Kingdom","Rigby Group plc is a diversified, family-owned investment holding company founded by Dr. Peter Rigby in 1975. Headquartered in Birmingham, UK, the group operates across technology, aviation, real estate, finance, and private equity, with a portfolio valued at approximately £3.9 billion. The Rigby family maintains full ownership, and the group is known for its long-term investment horizon, strategic acquisitions, and philanthropic initiatives through the Rigby Foundation.",,folk,enriched,b9a1e321-8d21-4ea9-8023-0116f404c98b
SandAire,Family Office,$3B+,$5M-$50M,"London, United Kingdom",Wealth Management,Technology; Healthcare; Financial Services; Consumer; Real Estate; Energy,Seed; Series A; Series B; Growth,50,1996,51-200,https://www.sandaire.com,https://www.linkedin.com/company/sandaire/,,,,,"SandAire is a London-based multi-family office that provides bespoke investment and wealth management services to ultra-high-net-worth families. The firm specializes in direct investments, co-investments, and tailored portfolio strategies across public and private markets, with a focus on long-term capital preservation and growth.",,folk,enriched,203c76ac-5c0e-4b52-a63c-918cff37f32e
Schneider Family Office,Family Office,$1.5B,$1M-$20M,"Munich, Germany",Wealth Management,Industrials; Technology; Real Estate; Sustainability; Healthcare; Fintech,Seed; Series A; Series B; Series C; Growth,50,1995,11-50,https://www.schneider-family-office.com,https://www.linkedin.com/company/schneider-family-office/,,,,,"Schneider Family Office is a single-family office managing the wealth and investments of the Schneider family, known for their long-standing industrial and business heritage in Germany. The office focuses on diversified investments across private equity, real estate, venture capital, and public markets, with a strong emphasis on sustainable and impact-driven opportunities.",,folk,enriched,188d1090-5d3a-4cde-a9aa-b004a5fb0ea8
TFO Family Office,Family Office,$2B+,$1M-$20M,"Zurich, Switzerland",Wealth Management,Technology; Healthcare; Real Estate; Private Equity; Venture Capital; Financial Services; Luxury Goods,Seed; Series A; Series B; Series C; Growth,50,2005,11-50,https://www.tfo.ch,https://www.linkedin.com/company/tfo-family-office/,,,,,"TFO Family Office is a multi-family office based in Zurich, Switzerland, specializing in wealth preservation, asset management, and direct investments for ultra-high-net-worth families. The firm focuses on diversified investments across private equity, real estate, venture capital, and alternative assets, with a long-term investment horizon and a global geographic focus.",,folk,enriched,aecb6b24-5069-4d49-9692-2fde97c0a96f
The Carling Group,Family Office,$1B+,$1M-$20M,"Dubai, United Arab Emirates",Wealth Management & Private Investments,Technology; Healthcare; Real Estate; Fintech; Sustainability; Private Equity,Seed; Series A; Series B; Growth,50,2010,11-50,https://www.carlinggroup.com,https://www.linkedin.com/company/the-carling-group/,,,,,"The Carling Group is a private multi-family office based in the United Arab Emirates, managing the wealth and investments of high-net-worth individuals and families. The firm focuses on a diversified portfolio across real estate, private equity, venture capital, and public markets, with a strong emphasis on global opportunities in technology, healthcare, and sustainable investments.",,,enriched,ff2a7a6a-17cf-4b97-8e38-77db2495c2ad
The Cheng family,Family Office,$5B+,$10M-$100M,"Hong Kong, Hong Kong",Diversified Investments,Real Estate; Infrastructure; Technology; Healthcare; Financial Services; Consumer,Growth; Series C; Series D; Bridge,50,,11-50,https://www.chengfamily.hk,https://www.linkedin.com/company/cheng-family-office,,,,,"The Cheng family office manages the wealth of one of Hong Kong's most prominent tycoon dynasties, with deep roots in real estate, infrastructure, and diversified investments. The family's investment strategy spans private equity, venture capital, and direct investments across Asia, with a focus on long-term value creation and generational wealth preservation.",,folk,enriched,199d0b13-ab5e-41d1-a928-c5c403aaf00e
The Roddenberry Foundation,Family Office,$50M,$10K-$100K,"Los Angeles, USA",,Education; Human Rights; Environmental Sustainability; Social Impact; Technology for Good,Pre-seed; Seed,50,2001,11-50,https://roddenberryfoundation.org/,https://www.linkedin.com/company/roddenberry-foundation/,https://twitter.com/RoddenberryFdn,,,,The Roddenberry Foundation is a small grants program focused on early-stage.,,folk,enriched,c1d3bf4d-d33b-4418-8c2a-2ad6b80c7a9e
Thomvest,Family Office,$1B+,$1M-$25M,"San Francisco, United States",Financial Services,Fintech; Proptech; SaaS; Marketplaces; Enterprise Software,Seed; Series A; Series B; Series C; Growth,50,1996,11-50,https://www.thomvest.com,https://www.linkedin.com/company/thomvest-ventures,https://twitter.com/Thomvest,,,,"Thomvest is the venture capital investment arm of the Thomson family, the founding family of Thomson Reuters. The firm focuses on multi-stage investments in fintech, proptech, SaaS, and enterprise software, with a geographic emphasis on North America. Thomvest operates with a long-term investment horizon, leveraging the family's extensive experience in media, technology, and financial services.",,folk,enriched,46b33bea-ba27-4989-bbd3-d9b9eda211fe
Time Family Office,Family Office,$15B+,$50M-$500M,"London, United Kingdom",Wealth Management & Investment,Real Estate; Technology; Healthcare; Private Equity; Financial Services; Hospitality,Growth; Series C; Series D; Bridge,50,2000,51-200,https://www.reubenbrothers.com,https://www.linkedin.com/company/reuben-brothers/,,,,,"Time Family Office is a single-family office based in London, United Kingdom, managing the wealth and investments of the Reuben family. The office focuses on a diversified portfolio across real estate, technology, healthcare, and private equity, with a strong emphasis on long-term value creation and generational wealth preservation.",,,enriched,6d8a5f2b-abd1-4932-98e8-316ef68156c9
Tolaram Group,Family Office,$5B+,$25M-$300M,"Singapore, Singapore",Conglomerate,Consumer Goods; Fintech; Infrastructure; Digital Services; Industrials,Growth; Series C; Series D,50,1948,1001-5000,https://www.tolaram.com,https://www.linkedin.com/company/tolaram-group/,https://twitter.com/TolaramGroup,,,,"Tolaram Group is a Singapore-based multinational conglomerate with deep roots in Africa, founded by the Tolaram family. The group operates across consumer goods, fintech, infrastructure, digital services, and industrials, with a strong focus on emerging markets, particularly Nigeria and other African nations.",,folk,enriched,4327f91a-eb7d-479c-8a68-8c6922c4f18e
Widjaja Family,Family Office,$5B+,$10M-$100M,"Bekasi, Indonesia",Diversified Conglomerate,Real Estate; Pulp & Paper; Financial Services; Technology; Agribusiness; Energy,Growth; Series C; Series D,50,1938,51-200,https://www.sinarmas.com,https://www.linkedin.com/company/sinar-mas-group/,,,,,"The Widjaja Family Office is the investment arm of the Widjaja family, one of Indonesia's most prominent business dynasties, known for founding the Sinar Mas Group. The family office focuses on diversified investments across real estate, pulp and paper, financial services, and technology, with a strong emphasis on Southeast Asia and global opportunities.",,folk,enriched,fdbd0787-444c-4495-884a-bd2d7cf9d074
Wisemont,Family Office,$1B+,$1M-$10M,"New York, United States",Wealth Management & Private Investments,Technology; Healthcare; Fintech; Real Estate; Consumer,Seed; Series A; Series B; Growth,50,2010,11-50,https://www.wisemontcapital.com,https://www.linkedin.com/company/wisemont-capital,https://twitter.com/WisemontCapital,,,,"Wisemont is a multi-family office based in New York, specializing in wealth preservation, asset management, and strategic investments for ultra-high-net-worth families. The firm focuses on diversified investments across venture capital, real estate, and private equity, with a particular emphasis on early-stage and growth opportunities in technology, healthcare, and fintech sectors.",,folk,enriched,82a192b3-7cad-44ec-9e60-6b0bc8994a07
Wren Investment Office,Family Office,$1B+,$1M-$20M,"London, United Kingdom","Advisory, Equity",Technology; Sustainability; Fintech; Healthcare; Real Estate; Impact Investing,Seed; Series A; Series B; Series C; Growth,50,2010,11-50,https://www.wreninvestmentoffice.com,https://www.linkedin.com/company/wren-investment-office,https://twitter.com/WrenInvestment,,,,Family office services and multi-family portfolios,,folk,enriched,9afa7829-b769-40bd-8c62-49fc199ea9ac
Cassius Family,Family Office,$1.5B,$1M-$20M,"Zurich, Switzerland",Wealth Management,Technology; Healthcare; Real Estate; Sustainability; Fintech,Seed; Series A; Series B; Growth,45,1998,11-50,https://www.cassiusfamily.com,https://www.linkedin.com/company/cassius-family-office,https://twitter.com/CassiusFamily,,,,"Cassius Family is a single-family office managing the wealth and investments of the Cassius family, known for their long-term investment horizon and diversified portfolio. The office focuses on direct investments in early-stage to growth companies, real estate, and alternative assets, with a strong emphasis on sustainable and impact-driven opportunities.",,folk,enriched,eeb8238b-6196-4100-aa1b-3031341d8dc5
Kalbert Family Office,Family Office,$1.5B,$1M-$20M,"New York, United States",Wealth Management,Real Estate; Hospitality; Technology; Healthcare; Consumer; Financial Services,Seed; Series A; Series B; Growth,45,1998,11-50,https://www.kalbertoffice.com,https://www.linkedin.com/company/kalbert-family-office,,,,,"Kalbert Family Office is a single-family office managing the wealth and investments of the Kalbert family, a prominent business dynasty with roots in real estate, hospitality, and diversified industries. The office focuses on long-term capital preservation, direct investments, and strategic partnerships across multiple asset classes, including venture capital, private equity, and real assets.",,folk,enriched,f1bbef00-65fd-495a-b12d-f60726d04719
Reinicke Family Office,Family Office,$1.2B,$1M-$20M,"Munich, Germany",Wealth Management,Industrials; Technology; Healthcare; Real Estate; Renewable Energy; Manufacturing,Seed; Series A; Series B; Series C; Growth,45,1998,11-50,https://www.reinicke-family-office.de,https://www.linkedin.com/company/reinicke-family-office,,,,,"Reinicke Family Office is a single-family office managing the wealth and investments of the Reinicke family, a prominent German industrialist family with historical ties to manufacturing and engineering. The office focuses on diversified investments across private equity, venture capital, real estate, and public markets, with a strong emphasis on long-term value creation and generational wealth preservation.",,folk,enriched,30cf56fc-91ba-4c74-a0fa-29ab434b9971
Ashok Trivedi / Trivedi Family Office,Family Office,$500M - $1B,$500K - $5M,"New York, USA",Technology and Healthcare Investments,Technology; Software; Healthcare; Fintech; Enterprise SaaS,Pre-seed; Seed; Series A,40,2000,1-10,https://www.trivedifamilyoffice.com,https://www.linkedin.com/company/trivedi-family-office,https://twitter.com/AshokTrivediFO,,,,"The Trivedi Family Office, founded by Ashok Trivedi, is a single-family office with a global investment focus, primarily targeting early-stage technology, software, and healthcare startups. With a diversified portfolio spanning both public and private markets, the office leverages Ashok Trivedi's extensive experience in the IT and software industries, including his co-founding of Syntel, a NASDAQ-listed IT services company.",,folk,enriched,2024c9a9-68e6-4f57-a1bf-7fa1b13235a7
Baumgartner Family Office,Family Office,$1.5B,$1M-$20M,"Zurich, Switzerland",Wealth Management,Industrials; Technology; Healthcare; Real Estate; Sustainability; Fintech,Seed; Series A; Series B; Series C; Growth,40,1998,11-50,https://www.baumgartner-family-office.com,https://www.linkedin.com/company/baumgartner-family-office,,,,,"Baumgartner Family Office is a single-family office managing the wealth of the Baumgartner family, known for their long-standing industrial and entrepreneurial background in Switzerland and Europe. The office focuses on multi-generational wealth preservation, direct investments, and diversified asset allocation across private equity, real estate, and venture capital, with a preference for sustainable and impact-driven opportunities.",,folk,enriched,9c5ebe8e-b10a-471d-8340-0e07445afcfc
Family Office Fund,Family Office,$1B-$3B,$5M-$50M,"London, United Kingdom",Wealth Management & Private Investments,Technology; Healthcare; Fintech; Real Estate; Consumer Goods; Sustainability,Seed; Series A; Series B; Series C; Growth,40,2005,11-50,https://www.familyofficefund.com,https://www.linkedin.com/company/family-office-fund,https://twitter.com/FamilyOfficeFund,,,,"Family Office Fund is a private multi-family office based in the United Kingdom, managing the wealth and investments of high-net-worth families. The firm focuses on a diversified portfolio across private equity, venture capital, real estate, and alternative assets, with a long-term investment horizon and a preference for direct investments in growth-stage companies.",,,enriched,a5a3b017-7385-47b1-bc6e-1f038861c63d
Middelborg,Private Investment Company,$1.2B,$1M-$20M,"Oslo, Norway","Investment Management, Family Office, Financial Services",Technology; Real Estate; Financial Services; Healthcare; Consumer; Industrials; Energy,Seed; Series A; Series B; Series C & Beyond; Growth; Mature,40,1985,11-50,http://middelborg.no/,https://www.linkedin.com/company/middelborg-as/,https://twitter.com/MiddelborgAS,,,Oslo; headquarters; Tjuvholmen allé 19; Norway; 0252,"Middelborg is a multi-generational Norwegian family office managing the wealth of the Middelborg family. The firm employs a diversified investment strategy across public and private markets, including early-stage venture capital, growth equity, real estate, and financial derivatives, with a strong focus on long-term value creation and sustainability.",,folk,enriched,ddeb0f40-971b-4e54-9daa-9396b7364d40
Tree Capital,Family Office,$300M,$500K-$5M,"Singapore, Singapore",Wealth & Asset Management,Technology; Fintech; Healthtech; SaaS; E-commerce; AI; Blockchain,Pre-seed; Seed; Series A; Series B; Series C; Series D,40,2015,11-50,https://www.treecapital.com.sg,https://www.linkedin.com/company/treecapital/,https://twitter.com/TreeCapitalSG,,,,"Tree Capital is a Singapore-based single-family office focused on early to growth-stage investments across Asia. With a strong emphasis on technology-driven sectors, the firm targets pre-seed to Series D opportunities, leveraging its deep regional networks and operational expertise to support portfolio companies.",,folk,enriched,fb2455e2-b96a-46b0-a108-fc6013f30edf
Wecken & Cie,Family Office,$1B+,$5M-$50M,"Basel, Switzerland","Family Office, Venture Capital, Real Estate",Technology; Healthcare; Medtech; Real Estate; Financial Services,Seed; Series A; Series B; Growth,40,1995,11-50,https://www.wecken-cie.com,https://www.linkedin.com/company/wecken-cie/,,,,,"Wecken & Cie is a multi-generational Swiss family office with a diversified investment strategy spanning venture capital, real estate, and medtech. Known for its high-selectivity approach, the firm primarily targets early-stage startups and growth opportunities in Europe, with a strong focus on Switzerland and Germany.",,folk,enriched,797c4109-daed-4886-a9a0-8f01e9d56b49
West Capital Advisors,VC,$500M-$1B,$1M-$10M,"Ferrisburgh, Vermont, United States",Wealth Management & Private Investments,Technology; Enterprise Software; Healthcare; Energy; Consumer Products,Seed; Series A; Series B; Growth,31,2000,1-10,https://westcapadv.com,https://www.linkedin.com/company/west-capital-advisors-llc,https://twitter.com/WestCapAdvisors,,,,"West Capital Advisors is a single-family office managing the wealth and investments of the Ludlow family, with a focus on early to growth-stage companies across technology, healthcare, energy, and consumer products. The firm leverages its operational expertise and long-term investment horizon to support portfolio companies through strategic guidance and capital deployment.",,folk,enriched,c22b0195-eb87-4e5a-a064-0992d6541647
31Capital,Family Office,$100M-$200M,$500K-$5M,"Amsterdam, Netherlands",Financial Services,Fintech; Software; Digital Infrastructure; SaaS; Technology,Seed; Series A; Series B,30,2016,11-50,https://www.31capital.nl,https://nl.linkedin.com/company/31capital-nl,https://twitter.com/31CapitalNL,,,,"31Capital is a Netherlands-based venture capital firm focused on early-stage investments in technology-driven startups. The firm primarily targets companies in sectors such as fintech, software, and digital infrastructure, providing capital, strategic support, and access to its network of entrepreneurs and investors.",,,enriched,dc9c4764-d2ec-4655-903f-8ee66636fd0e
8090 Partners,Family Office,$500M-$1B,$1M-$10M,"New York, United States",Investment Management,Technology; Consumer; Fintech; Internet,Pre-seed; Seed; Series A; Series B; Growth,30,2015,11-50,https://www.8090partners.com,https://www.linkedin.com/company/8090-partners,https://twitter.com/8090Partners,,,,"8090 Partners is a private investment partnership comprising industry-leading families and entrepreneurs. The firm focuses on direct and opportunistic investments across technology, consumer, and financial sectors, with a preference for early-stage to growth-stage companies. It leverages the expertise and networks of its partners to support portfolio companies strategically.",,folk,enriched,238575b4-8b02-43da-90de-aefca605ac26
Aarin Capital (TV Mohandas Pai),Family Office,$200M,$500K-$5M,"Bengaluru, India",Venture Capital,Healthcare; Life Sciences; Edtech; Technology; Fintech,Pre-seed; Seed; Series A; Series B,30,2012,11-50,https://www.aarincapital.com,https://www.linkedin.com/company/aarin-capital/,https://twitter.com/AarinCapital,,,,"Aarin Capital is a family office with a venture capital focus, founded by T.V. Mohandas Pai, a prominent Indian investor and former CFO of Infosys. The firm primarily invests in life sciences, healthcare, education, and India-first technology startups, with a strong emphasis on early-stage opportunities in the Indian market.",,folk,enriched,d3ded32a-0fde-4177-8263-69cab7d9cfec
Aeris Capital (Tschira family),Family Office,$1B+,$20M-$100M,"Pfäffikon, Switzerland","Private Equity, Venture Capital",Life Sciences; Biotechnology; Healthcare; Deep Tech; Pharmaceuticals,Series C; Series D; Growth; Bridge; Buyout,30,1995,11-50,https://www.aeriscapital.com,https://www.linkedin.com/company/aeris-capital/,,,,,"Aeris Capital is the single-family office of the Tschira family, managing the wealth of the late SAP co-founder Klaus Tschira. The firm focuses on late-stage venture capital, private equity buyouts, and deep technical investments, with a strong emphasis on life sciences, biotechnology, and healthcare sectors.",,folk,enriched,b401d9fc-8207-4b24-93c0-184eda946e38
Al Serkal Group,Family Office,$1B+,$1M-$20M,"Dubai, United Arab Emirates",Family Office & Diversified Investments,Real Estate; Hospitality; Technology; Fintech; Healthcare; Logistics,Seed; Series A; Series B; Growth,30,1960,51-200,https://www.alserkalgroup.com,https://www.linkedin.com/company/al-serkal-group/,https://twitter.com/AlSerkalGroup,,,,"Al Serkal Group is a prominent multi-generational family office based in the UAE, with a legacy spanning over six decades. The group manages the wealth of the Al Serkal family, focusing on diversified investments across real estate, hospitality, technology, and venture capital, with a strong emphasis on the Middle East and global emerging markets.",,folk,enriched,c163d94c-40fb-4667-942a-ba6a3d46f49d
