Name,Type,AUM,Typical Check Size,HQ / Location,Industry,Sectors,Stages,Portfolio Count,Founded,Employees,Website,LinkedIn,Twitter,Emails,Phones,Addresses,Description,Status,Source,Enrichment Status,Record ID
Small Foundation,Non-profit / Philanthropic Foundation,$50M,€50K-€100K,Ireland,"International Trade, Development, Finance, Learning",Impact Investing; Social Enterprise; Microfinance; Rural Development; Agriculture; Financial Inclusion,Pre-Seed; Seed,,2007,11-50,https://smallfoundation.ie,https://ie.linkedin.com/company/small-foundation,https://twitter.com/SmallFoundation,,,,"Small Foundation provides finance, technical assistance and skilled human resources. Small Foundation is a philanthropic foundation based in Ireland that is working to catalyse and scale income-generating opportunities for people living in extreme poverty in rural sub-Saharan Africa. Small Foundation's goal is to collaborate with those creating the environment for micro, small and medium enterprises to succeed and deliver opportunity at scale.",,folk,enriched,628caeb8-1714-4185-98cc-3bcc6ecb928a
SMC Trust Office,Family Office,$5B+,$50M-$500M,"Manila, Philippines",Wealth Management,Infrastructure; Real Estate; Energy; Food & Beverage; Industrial; Diversified,Growth; Late Stage; Buyout,,,51-200,https://www.smc.com.ph,https://www.linkedin.com/company/san-miguel-corporation/,,,,,"SMC Trust Office is a single-family office managing the wealth of the SMC Group, a prominent Filipino conglomerate with interests in construction, real estate, and infrastructure. The office focuses on preserving and growing generational wealth through diversified investments, including private equity, real estate, and alternative assets, with a strong emphasis on the Philippines and Southeast Asia.",,folk,enriched,d577e77d-092a-4a80-adad-66d6443df07a
Smiti Holding & Trading Co.,Family Office,$500M-$1B,$1M-$20M,"Mumbai, India",Wealth Management,Real Estate; Private Equity; Public Markets; Infrastructure; Healthcare,Growth; Series C; Series D,,1985,11-50,https://www.smitiholding.com,https://www.linkedin.com/company/smiti-holding-&-trading-co,,,,,"Smiti Holding & Trading Co. is a family office based in Mumbai, India, managing the wealth and investments of a prominent Indian business family. The firm focuses on diversified investments across real estate, private equity, and public markets, with a strong emphasis on long-term value creation and generational wealth preservation.",,folk,enriched,e7b2a448-5391-4595-8ad6-80beb8a1b75a
SNR Sons Trust,Venture Capital,$500M+,$1M-$10M,"Coimbatore, India",Philanthropy & Social Impact,Education; Healthcare; Non-Profit,Growth; Bridge,,1920,11-50,https://www.snrsons.com,https://www.linkedin.com/company/snr-sons-charitable-trust/,,,,,"SNR Sons Trust is the family office of the SNR Sons Charitable Trust, associated with the Lakshmi Mills Company and the PSG Group in Coimbatore, India. It focuses on philanthropic investments, education, and healthcare initiatives, managing assets and endowments for the founding family while supporting long-term social impact projects.",,smart_import,enriched,31466440-0f54-4c7e-ba53-1d94ddb14255
Société Familiale d’Investissements,Family Office,$5B+,€3M-€50M,"Luxembourg City, Luxembourg","Family Office, Private Equity, Real Estate, Public Equities, Fixed Income, Venture Capital, Infrastructure, Hedge Funds, Alternative Investments",Consumer Products; Real Estate; Infrastructure; Financial Services; Technology; Healthcare; Venture Capital,Series A; Series B; Series C; Growth,,1999,11-50,https://www.sfi.lu,https://www.linkedin.com/company/sfi-soci%C3%A9t%C3%A9-familiale-d-investissements,https://twitter.com/SFI_Luxembourg,,,"37-39 Boulevard Prince Henri, L-1724 Luxembourg City, Luxembourg","Société Familiale d’Investissements S.A. (SFI) is a multi-generational family office based in Luxembourg, representing the interests of the founding families of Anheuser-Busch InBev, including the de Spoelberch, de Mévius, and Van Damme families. SFI manages a diversified portfolio spanning private equity, real estate, public equities, venture capital, infrastructure, and alternative investments, with a long-term investment horizon and a focus on wealth preservation and growth across generations.",,folk,enriched,d63cdf98-4c4f-4d1a-a1d8-39da8fb06771
Solanki Engineering Works,Venture Capital,$50M-$100M,$500K-$2M,"Surat, India",Textile Manufacturing & Investments,Textile accessories & spares; Real Estate; Manufacturing; Textile Technology,Growth; Bridge,,1985,51-200,http://www.solankiengineering.com,https://www.linkedin.com/company/solanki-engineering-works/,,,,,"Solanki Engineering Works is a family-owned business and investment entity based in Surat, India, primarily focused on manufacturing textile machinery accessories and spares. The firm has expanded its activities to include strategic investments in textile-related technologies, real estate, and other diversified assets, reflecting the Solanki family's long-standing presence in the textile industry.",,smart_import,enriched,84525012-a1df-4b48-a042-a8fa093f1a84
Solanki Shipping,Venture Capital,$200M-$500M,$1M-$10M,"Ahmedabad, India",Logistics & Transportation,Logistics & Transportation; Maritime; Supply Chain; Infrastructure,Growth; Series B; Series C; Series D,,1985,11-50,https://www.solankishipping.com,https://www.linkedin.com/company/solanki-shipping/,,,,,"Solanki Shipping is a family-owned investment office based in Ahmedabad, India, with a primary focus on the logistics, shipping, and transportation sectors. The firm leverages its deep industry expertise to invest in and support businesses that enhance supply chain efficiency, maritime logistics, and related infrastructure, often taking a long-term, value-driven approach to its investments.",,smart_import,enriched,3604822f-fbe3-485b-9a08-7997a8e82763
Somerston Asset Management Limited,Family Office,$1B+,$5M-$50M,"Saint Helier, Jersey",Wealth Management & Private Investments,Real Estate; Private Equity; Alternative Investments; Financial Services; Technology,Growth; Series C; Series D; Bridge,,2007,11-50,https://www.somerston.com,https://www.linkedin.com/company/somerston-asset-management,https://twitter.com/SomerstonAM,,,,"Somerston Asset Management Limited is a multi-family office based in Jersey, Channel Islands, specializing in wealth preservation, asset management, and strategic investment solutions for high-net-worth individuals and families. The firm focuses on a diversified portfolio across private equity, real estate, and alternative investments, with a strong emphasis on long-term capital growth and risk management.",,,enriched,78e17d3d-7537-4f53-b947-d1f79ec3db1e
Soni Jewellers,Venture Capital,$200M-$500M,$500K-$5M,"Rajkot, India","Jewelry, Precious Metals, and Diversified Investments",Jewelry; Precious Metals; Agro Equipment; Real Estate,Growth; Bridge,,1950,51-200,https://www.sonijewellers.com,https://www.linkedin.com/company/soni-jewellers/,,,,,"Soni Jewellers is a family-owned business and investment office based in India, primarily focused on the jewelry and precious metals industry. The firm has diversified its investments into other sectors, including agro equipment, while maintaining a strong presence in traditional family businesses and real estate.",,smart_import,enriched,365ef04a-f959-43d3-89e2-16be3917e208
Souter Investments,Family Office,$1B+,$10M-$100M,"Perth, United Kingdom",Wealth Management,Transportation; Infrastructure; Renewable Energy; Financial Services; Technology; Real Estate,Growth; Mature,,2000,11-50,https://www.souterinvestments.com,https://www.linkedin.com/company/souter-investments/,https://twitter.com/SouterInvest,,,,"Souter Investments is the private family office of Sir Brian Souter, founder of the Stagecoach Group, a global transport company. The firm focuses on long-term, diversified investments across public and private markets, with a strong emphasis on sustainability, infrastructure, and growth-stage companies.",,folk,enriched,03929d91-a7fb-4250-824e-f1e69bd521a0
Spudy & Co. Family Office,Family Office,$1B+,$1M-$20M,"Hamburg, Germany",Wealth Management,Technology; Real Estate; Consumer Goods; Fintech; Healthcare,Seed; Series A; Series B; Growth,,1990,11-50,https://www.spudy.de,https://www.linkedin.com/company/spudy-co-/,https://twitter.com/SpudyCo,,,,"Spudy & Co. Family Office is a single-family office managing the wealth and investments of the Spudy family, a prominent German entrepreneurial family with roots in the retail and real estate sectors. The office focuses on direct investments, venture capital, and private equity across diversified sectors, with a strong emphasis on technology, real estate, and consumer goods in Europe and North America.",,folk,enriched,6b2457c9-fe92-4264-b84e-af1d0b7e2f31
SRK Exports,Venture Capital,$2B+,$1M-$50M,"Surat, India",Diversified Conglomerate,Diamonds; Real Estate; Hospitality; Technology; Healthcare,Growth; Series C; Series D,,1970,501-1000,https://www.srkexports.com,https://www.linkedin.com/company/srk-exports/,https://twitter.com/SRKExports,,,,"SRK Exports is the family office of the Shah family, led by Govind Dholakia, a prominent Indian businessman and diamond trader. The firm manages the family's diversified investments across diamonds, real estate, hospitality, and venture capital, with a strong focus on both domestic and international opportunities.",,smart_import,enriched,c8a77497-88c8-4217-abad-949a4d706057
Starling International Management Limited,Family Office,$1B+,$5M-$50M,"Dubai, United Arab Emirates",Wealth Management & Private Investments,Technology; Healthcare; Real Estate; Infrastructure; Fintech; Sustainability,Series A; Series B; Series C; Growth,,2010,11-50,https://www.starlingim.com,https://www.linkedin.com/company/starling-international-management-limited,,,,,"Starling International Management Limited is a single-family office based in the UAE, managing the wealth and investments of a prominent Middle Eastern family. The firm focuses on diversified global investments across private equity, real estate, and venture capital, with a strong emphasis on technology, healthcare, and sustainable infrastructure projects.",,,enriched,715a85a6-eabb-49d6-9c92-9430b0a0d050
Steyn Group,Single-Family Office,$1B+,$500K-$5M,"London, United Kingdom","Family Office, Private Markets Investments, Venture Capital",Fintech; Insurtech; Technology; Financial Services; Artificial Intelligence; Blockchain,Seed; Series A; Series B; Growth,,2010,11-50,https://www.steyngroup.com/,https://www.linkedin.com/company/steyn-group/about/,https://twitter.com/SteynGroup,,,London; 123 Buckingham Palace Road; United Kingdom; SW1W 9SH,"Steyn Group is a single-family office established by the Steyn family, known for their long-term investment horizon and strategic focus on private markets. The firm specializes in direct investments, venture capital, and private equity, with a strong emphasis on technology-driven sectors such as fintech, insurtech, and financial services. Steyn Group leverages its global network and deep industry expertise to identify high-growth opportunities and drive sustainable value creation across its diversified portfolio.",,folk,enriched,e41ad59f-53fa-459b-94aa-9f9693bc3075
Stockdale Street Limited (Oppenheimer family),Family Office,$5B+,$50M-$500M,"London, UK",Wealth Management,Mining; Natural Resources; Luxury Assets; Real Estate; Private Equity; Public Equities,Growth,,2000,11-50,https://www.stockdalestreet.com,https://www.linkedin.com/company/stockdale-street-limited,,,,,"Stockdale Street Limited is the single-family office of the Oppenheimer family, descendants of the founders of De Beers, the historic diamond mining and trading company. The office manages the family's wealth, focusing on investments in mining, natural resources, luxury assets, and global equities, with a long-term, value-oriented investment philosophy.",,folk,enriched,9a566273-2704-410d-9e00-79213f2c47d5
Stonehage Fleming,Private,$65B,$10M-$100M,"London, United Kingdom",Wealth Management,Financial Services; Private Wealth; Real Estate; Private Equity; Infrastructure; Philanthropy,Growth; Bridge,,1976,501-1000,https://www.stonehagefleming.com,https://www.linkedin.com/company/stonehage-fleming/,https://twitter.com/StonehageFlem,,,,"Stonehage Fleming is one of the world's leading independently owned multi-family offices, specializing in wealth management, investment advisory, and family governance services for ultra-high-net-worth families across generations. With a heritage dating back to 1976, the firm combines global reach with personalized service, offering bespoke solutions in investment management, philanthropy, and succession planning.",,folk,enriched,9a604ab8-c71c-49b7-9629-f23501070136
Stony Lonesome Group LLC,Family Office,$200M-$500M,$500K-$5M,"Nashville, Tennessee, United States",Financial Services,Technology; Real Estate; Private Equity; Healthcare; Fintech,Seed; Series A; Series B; Growth,,2011,1-10,https://www.stonylonesomegroupllc.com,https://www.linkedin.com/company/stonylonesomegroup,,,,Nashville; Tennessee; United States,"Stony Lonesome Group LLC is a single-family office established by Sean Drake, focused on managing the wealth and investments of the Drake family. The firm invests across a diverse range of sectors, including technology, real estate, and private equity, with a geographic focus on the United States.",,folk,enriched,71ddd059-f0ae-43cf-9996-6b050cf8a9e9
Sturgeon Ventures,"Family Office, Regulatory Incubator, Investment Advisor",$50M,€25K-€100K,"London, United Kingdom","Financial Services, Regulatory Technology, Venture Capital",FinTech; RegTech; Compliance; Financial Services; LegalTech,Pre-Seed; Seed,,1998,11-50,http://www.sturgeonventures.com/,https://www.linkedin.com/company/sturgeon-ventures-llp---regulatory-umbrella,https://twitter.com/SturgeonVenture,,,,"Sturgeon Ventures is a pioneering FCA-regulated regulatory incubator and venture capital firm, established in 1998. Specializing in early-stage investments in FinTech, RegTech, and compliance-focused startups, the firm offers regulatory incubation, AIFM solutions, and compliance advisory services. Sturgeon Ventures uniquely combines regulatory expertise with seed-stage capital, typically investing €0-100k in Pre-Seed and Seed rounds to help startups navigate complex financial regulations while scaling their businesses.",,folk,enriched,ca227c09-6669-498d-a016-68b38df2e80a
Sukanto Tanoto Family Office,Family Office,$6.5B,$50M-$500M,"Singapore, Singapore","Natural Resources, ESG, Sustainable Investments",Natural Resources; Energy; Sustainable Technologies; Pulp & Paper; Palm Oil; ESG,Growth; Bridge,,,11-50,https://www.rgei.com,https://www.linkedin.com/company/rgei/,,,,,"The Sukanto Tanoto Family Office manages the wealth of Sukanto Tanoto, an Indonesian entrepreneur and philanthropist. The office focuses on investments in natural resources, energy, and sustainable green technologies, with a strong emphasis on ESG (Environmental, Social, and Governance) principles and the transition to renewable energy.",,folk,enriched,b4728b73-8936-4cc5-a6c1-6e2d430d49d2
Summit Peak Investments,Family Office,$500M-$1B,$500K-$5M,"San Francisco, United States",Investment Management,Fintech; E-commerce; Enterprise Software; Technology; Consumer,Pre-seed; Seed; Series A,,2018,1-10,https://www.summitpeak.com/,https://www.linkedin.com/company/summit-peak-investments/,,,,"Summit Peak Investments, San Francisco, CA, United States","Summit Peak Investments is a single-family office managing the wealth of Apurva Mehta, a technology entrepreneur and former co-founder of Instacart. The firm focuses on early-stage venture capital investments, particularly in technology-driven startups across sectors such as fintech, e-commerce, and enterprise software.",,folk,enriched,22fcf0e8-1ded-41a0-9cf7-cabf755110ab
Sun Group,Venture Capital,"$2B+ (estimated, diversified assets)",$10M-$100M,"Hyderabad, India",Conglomerate (Diversified Investments),Pharmaceuticals (APIs); Real Estate; Hospitality; Infrastructure; Manufacturing,Growth; Bridge,,1978,501-1000,https://www.sungroup.in,https://www.linkedin.com/company/sun-group-india/,https://twitter.com/SunGroupIndia,,,,"Sun Group is a diversified conglomerate and family office based in India, with a strong focus on pharmaceuticals, real estate, hospitality, and infrastructure. The group, founded by Nandamuri Balakrishna and family, operates across multiple sectors, including active investments in pharmaceutical APIs, manufacturing, and large-scale development projects.",,smart_import,enriched,ff5219bf-23f0-46a3-88d4-ccc1a20b1d15
Sunrise Group (pharma plants),Venture Capital,Estimated $1B+ (conglomerate assets),$50M-$500M,"Ahmedabad, India",Infrastructure & Industrial Conglomerate,Roads & Highways; Infrastructure; Pharmaceuticals; EPC,Growth,,1972,501-1000,http://www.sunrisegroup.co.in,https://www.linkedin.com/company/sunrise-group-india/,,,,,"Sunrise Group is a diversified conglomerate with a primary focus on infrastructure, engineering, procurement, and construction (EPC) sectors, including roads, highways, and pharmaceutical manufacturing plants. The group, associated with the Patel family, operates as a family office with strategic investments in large-scale infrastructure projects and industrial assets across India.",,smart_import,enriched,9ae4ef2a-16b4-4c58-99af-3f7bffe8c110
Survam Partners,Family Office,$500M-$1B,$1M-$20M,"New Delhi, India",Wealth Management & Investment,Technology; Healthcare; Fintech; Real Estate; Consumer Goods; Infrastructure,Seed; Series A; Series B; Series C; Growth,,2010,11-50,https://www.survampartners.com,https://www.linkedin.com/company/survam-partners/,,,,,"Survam Partners is a single-family office based in India, managing the wealth and investments of a prominent business family. The firm focuses on diversified investments across private equity, venture capital, real estate, and public markets, with a strong emphasis on opportunities in Asia and emerging markets.",,folk,enriched,897de1cb-50bd-4912-88e3-91b0856621eb
Suthar Constructions,Venture Capital,$100M-$200M,$1M-$10M,"Junagadh, India",Real Estate,Industrial Real Estate; Commercial Real Estate; Infrastructure,Growth,,1985,51-200,http://www.suthargroup.com,https://www.linkedin.com/company/suthar-group/,,,,,"Suthar Constructions is a family-owned real estate development firm based in Gujarat, India, specializing in industrial and commercial realty projects. The firm is part of the Suthar Group, managed by the Suthar family, with a focus on developing high-quality infrastructure and real estate assets in western India.",,smart_import,enriched,b34bbcf3-678a-40ca-b87a-d857fcf7efa2
Swettenham Blue,Family Office,$1B+,$5M-$50M,"Singapore, Singapore",Wealth Management & Investment,Technology; Healthcare; Real Estate; Financial Services; Consumer,Series A; Series B; Series C; Growth,,2010,11-50,https://www.swettenhamblue.com,https://www.linkedin.com/company/swettenham-blue,,,,,"Swettenham Blue is a Singapore-based single-family office managing the wealth of a prominent Asian entrepreneurial family. The firm focuses on diversified investments across private equity, venture capital, real estate, and public markets, with a strong emphasis on Asia-Pacific opportunities and long-term value creation.",,folk,enriched,bab25caf-f648-461f-9d4f-1dc67aff1fc1
Swordfish Investments,VC Firm,$500M-$1B,€100K-€5M,"London, United Kingdom","Technology, Media, Real Estate, Strategic Land, Sports, Consumer Retail, Health",Technology; Media; Real Estate; Sports; Consumer Retail; Health; Strategic Land,Seed; Series A; Series B; Growth,,2010,11-50,http://www.swordfishinvestments.com/,https://in.linkedin.com/company/swordfish-investments-llp,https://twitter.com/AyBeCapital,,,"33 Cavendish Square, London, W1G 0PW, United Kingdom","Swordfish Investments, now operating as AyBe Capital, is a multi-family office based in London, UK, managing the wealth of high-net-worth individuals and families. The firm employs a diversified investment strategy across asset classes, including technology, media, real estate, sports, consumer retail, and health, with a focus on long-term partnerships and innovative opportunities. AyBe Capital prioritizes patient capital and supportive relationships with entrepreneurs and founders.",,folk,enriched,399fb0ae-a4a4-487e-95f2-cacac6f23908
T Choithrams BVI,Family Office,$1B+ (estimated),$1M-$20M,"Dubai, United Arab Emirates",Family Office,Retail; Real Estate; Consumer Goods; Hospitality; Private Equity; Venture Capital,Growth; Series C; Series D; Bridge,,,11-50,https://www.choithrams.com,https://www.linkedin.com/company/choithrams/,,,,,"T Choithrams BVI is the family office of the Choithram family, originally founded in India and now based overseas. The firm manages the wealth of the Choithram family, known for their diversified business interests including retail, real estate, and investments across Asia, the Middle East, and beyond. The office focuses on preserving and growing generational wealth through strategic investments in private equity, real estate, and venture opportunities.",,folk,enriched,fb9b855f-a9d3-4a0f-b42c-112f5d071e75
Tajir Al Youm,Family Office,$200M-$500M,$500K-$5M,"Dubai, United Arab Emirates",https://rynms.com,Technology; Fintech; E-commerce; Logistics; Healthcare; Real Estate,Pre-seed; Seed; Series A; Series B; Growth,,2015,11-50,https://www.tajiralyoum.com,https://www.linkedin.com/company/tajir-al-youm,https://twitter.com/TajirAlYoum,,,"Dubai, United Arab Emirates",info@rynms.com,,folk,enriched,2265dabc-4b8d-473a-af2b-599bffc56c80
Tamarak Capital,Family Office,$500M - $1B,$1M - $10M,"Park City, Utah, United States",Financial Services,Technology; Healthcare; Consumer; Real Estate; Fintech,Seed; Series A; Series B; Growth,,2016,11-50,https://www.tamarakcapital.com,https://www.linkedin.com/company/tamarak-capital,,,,,"Tamarak Capital is a single-family office based in the United States, managing the wealth and investments of the Hatch family. The firm focuses on a diversified portfolio, including venture capital, real estate, and private equity, with a strong emphasis on technology, healthcare, and consumer sectors.",,folk,enriched,63fe0688-67db-4ae5-ae38-cb2d6787c6ee
Tata Sons Private Office,Family Office,$11.9B,$10M-$100M,"Mumbai, India","Equity, Impact, Philanthropy",Technology; Healthcare; Fintech; Manufacturing; Energy; Consumer Goods; Impact,Growth; Series C; Series D; Bridge,,,51-200,https://www.tata.com/,https://www.linkedin.com/company/tata-sons/,https://twitter.com/TataCompanies,,,,"Tata Sons Private Office is the family office of the Tata Group, managing the wealth and strategic investments of the Tata family. It focuses on long-term, multi-sector holdings, philanthropy, and impact investments, with a strong emphasis on India and global markets.",,folk,enriched,8ee06cce-b860-48b4-bc84-a6a4fd3fb64e
TBZ â Tribhovandas Bhimji Zaveri,Venture Capital,$500M-$1B,$1M-$10M,"Mumbai, India","Luxury Goods & Jewelry, Wealth Management",Luxury Goods; Jewelry; Fintech; Broking; Real Estate,Growth; Bridge,,1864,51-200,https://www.tbztheoriginal.com,https://www.linkedin.com/company/tbz-the-original/,https://twitter.com/TBZTheOriginal,,,,"TBZ – Tribhovandas Bhimji Zaveri is a prominent Indian family office associated with the Zaveri family, known for their legacy in the jewelry and precious metals industry. The firm manages the wealth of the Zaveri family and invests across sectors including fintech, broking, and traditional businesses, with a focus on preserving and growing generational wealth.",,smart_import,enriched,ea065070-7bf7-4e07-b3e3-5ebfc3b8e701
TDJ,Family Office,$1.5B,€3M-€50M,"Katowice, Poland","Investment Management, Real Estate, Venture Capital, Private Equity",ClimateTech; IndustryTech; FinTech; PropTech; Real Estate; Venture Capital,Seed; Series A; Series B; Series C; Growth,,1979,51-200,http://tdj.pl,https://www.linkedin.com/company/tdj-s-a-/,https://twitter.com/TDJ_PL,,,Katowice; ul. Powstańców 34; Poland; 40-039,"TDJ is a multi-generational Polish family office established by the Tchórzewski family, with a diversified investment strategy spanning private equity, real estate, venture capital, and financial services. The firm is known for its long-term investment horizon, focusing on sectors such as ClimateTech, IndustryTech, and real estate development, while also actively supporting prosocial initiatives through its foundation arm.",,folk,enriched,41c47901-1e43-4f72-9db8-42e10dd5b155
Thakkar Exports,Venture Capital,$100M-$300M,$500K-$5M,"Valsad, India",Agriculture & Food Exports,Agriculture; Food Processing; Supply Chain & Logistics; AgriTech,Growth; Bridge,,1985,51-200,http://www.thakkarexports.com,https://www.linkedin.com/company/thakkar-exports/,,,,,"Thakkar Exports is a family-owned business and investment office primarily focused on the global export of mangoes and other fruits, with origins in India. The firm has expanded its activities to include strategic investments in agriculture, food processing, and related supply chain technologies, leveraging its deep industry expertise and global trade networks.",,smart_import,enriched,a4dc3a23-bf64-487d-9280-6ca75d393bd7
Thakor Logistics,Venture Capital,$100M-$200M,$500K-$5M,"Anand, India",Logistics & Transportation,Logistics; Transportation; Furniture Manufacturing; Real Estate; Infrastructure,Seed; Series A; Series B,,1995,51-200,http://www.thakorlogistics.com,https://www.linkedin.com/company/thakor-logistics/,,,,,"Thakor Logistics is a family-owned enterprise based in Anand, India, primarily focused on logistics, transportation, and furniture manufacturing. The Thakor family has diversified its investments across multiple sectors, including real estate, infrastructure, and early-stage ventures, with a strong emphasis on businesses that align with their core operational expertise.",,smart_import,enriched,7f76394a-61a0-4120-b116-9a94acb2bc05
Tharwat Investment Holding Limited,Family Office,$1B+,$10M-$100M,"Dubai, UAE",Diversified Investments,Real Estate; Hospitality; Healthcare; Technology; Financial Services,Growth; Series C; Series D,,1970,51-200,https://www.tharwat.com,https://www.linkedin.com/company/tharwat-investment-holding-limited,,,,,"Tharwat Investment Holding Limited is a prominent family office based in the UAE, managing the wealth and investments of the Tharwat family. The firm focuses on diversified investments across real estate, hospitality, healthcare, and technology sectors, with a strong emphasis on long-term value creation and strategic growth in the Middle East and North Africa (MENA) region.",,,enriched,046388c1-ff14-4468-820b-0ba59b8d6512
The Capital Partnership,Private Investment Office & Asset Manager,$2B+,$5M-$50M,"London, United Kingdom","Wealth Management, Financial Services, Asset Management",Real Estate; Healthcare; Hospitality; Private Equity; Financial Services,Growth; Series C; Series D,,1990,11-50,http://tcpam.com/,https://www.linkedin.com/company/the-capital-partnership,https://twitter.com/TCPAM_London,,,London; HQ; 33 Cavendish Square; United Kingdom; W1G 0PW,"The Capital Partnership (TCP) is a multi-family office based in London, UK, providing bespoke wealth management, investment advisory, and asset management services to ultra-high-net-worth individuals, families, and select institutions. With a global investment approach, TCP specializes in private equity, real estate, healthcare, and hospitality, emphasizing long-term capital preservation and growth. The firm combines deep industry expertise with a client-centric philosophy to deliver tailored financial solutions.",,folk,enriched,23456e44-ddee-4b82-8104-b4610a16f7b4
The Chennai Silks,Venture Capital,"$500M+ (estimated, including business assets and investments)",$1M-$10M,"Chennai, India",Textiles & Apparel,Textiles; Synthetic Leather; Real Estate; Hospitality; Manufacturing,Growth; Bridge,,1968,501-1000,https://www.thechennaisilks.com,https://www.linkedin.com/company/the-chennai-silks/,,,,,"The Chennai Silks is a prominent family-owned business and investment group based in India, with deep roots in the textile and synthetic leather industry. The group operates as a family office, managing both its core textile business and diversified investments across sectors such as real estate, hospitality, and manufacturing.",,smart_import,enriched,85c06678-ecfd-4d1a-a2c6-4feb4468347c
The Gem Palace,Venture Capital,$200M-$500M,$1M-$10M,"Jaipur, India","Luxury Goods, Hospitality, Real Estate",Hospitality; Tourism; Cultural; Luxury Real Estate; Gemstones & Jewelry,Growth; Bridge,,1852,11-50,https://www.thegempalacejaipur.com,https://www.linkedin.com/company/the-gem-palace/,,,,,"The Gem Palace is a historic family-owned business and investment office based in Jaipur, India, with deep roots in the gemstone and jewelry industry. The family office diversifies its investments across hospitality, tourism, cultural heritage preservation, and luxury real estate, leveraging its legacy in traditional craftsmanship and global trade networks.",,smart_import,enriched,b388aafb-6444-48f6-a15d-d8f100528b6b
The Heritage Group,Family Office,"$5B+ (estimated, including operating businesses and investments)",$1M-$20M,"Indianapolis, United States",Diversified Industrials & Investment,Industrials; Sustainability; Advanced Materials; Infrastructure; Clean Energy; Mobility,Seed; Series A; Series B; Growth,,1930,501-1000 (including operating companies),https://www.thgrp.com,https://www.linkedin.com/company/the-heritage-group/,https://twitter.com/TheHeritageGrp,,,"Indianapolis; Indiana; 8810 Purdue Road, Suite 100; United States; 46268","The Heritage Group is a multi-generational family-owned enterprise based in Indianapolis, Indiana, with a diversified portfolio spanning industrial, environmental, and infrastructure sectors. The group operates through its core businesses while also investing in early-stage to growth-stage companies, particularly in sustainability, advanced materials, and infrastructure innovation.",,folk,enriched,292974d9-274a-41f7-a3c4-75575631c8bc
The Pearl Family Office,Family Office,$1B+,$1M-$20M,"London, United Kingdom",Wealth Management & Private Investments,Technology; Healthcare; Real Estate; Financial Services; Consumer Goods,Seed; Series A; Series B; Series C; Growth,,2010,11-50,https://www.thepearlfamilyoffice.com,https://www.linkedin.com/company/the-pearl-family-office,,,,,"The Pearl Family Office is a single-family office based in London, United Kingdom, managing the wealth and investments of the Pearl family. The office focuses on a diversified investment strategy, including direct investments in private equity, venture capital, real estate, and public markets, with a strong emphasis on long-term value creation and generational wealth preservation.",,,enriched,66ea5966-650f-4b65-bee2-5efc1099a8d3
The Picerne Group,Family Office,$3B+ (estimated),$50M-$500M,"Irvine, California, United States",Real Estate,Residential Real Estate; Commercial Real Estate; Property Development,Growth; Mature,,1959,51-200,https://www.picerne.com,https://www.linkedin.com/company/the-picerne-group/,,,,,"The Picerne Group is a privately-held, multi-generational family office specializing in real estate investment, development, and management. Founded by the Picerne family, the firm focuses on residential and commercial properties across the United States, with a strong emphasis on value-add and long-term asset appreciation.",,folk,enriched,7b9c06cc-edaf-476b-80fa-69d6f60d417d
The Wadhwa Group,Venture Capital,"$3B+ (estimated, including real estate assets)",$5M-$50M,"Mumbai, India",Real Estate & Hospitality,"Real Estate, Hospitality",Growth; Bridge,,1969,501-1000,https://www.wadhwagroup.com,https://www.linkedin.com/company/wadhwa-group/,https://twitter.com/WadhwaGroup,,,,"The Wadhwa Group is a prominent Indian family office and real estate conglomerate founded by the Wadhwa family. With a legacy spanning over five decades, the group is primarily focused on real estate development, hospitality, and infrastructure projects across India, with a strong presence in Mumbai, Bangalore, and the National Capital Region (NCR). The firm also diversifies into venture investments and strategic partnerships in emerging sectors.",,smart_import,enriched,de8e3cfc-0916-4783-8e6a-186fe88b1453
Theia Investments Limited,Family Office,$1B+,$5M-$50M,"Dubai, United Arab Emirates",Wealth Management & Private Investments,Technology; Real Estate; Healthcare; Fintech; Energy; Infrastructure,Series A; Series B; Series C; Growth; Bridge,,2015,11-50,https://www.theiainvestments.com,https://www.linkedin.com/company/theia-investments-limited,,,,,"Theia Investments Limited is a multi-family office based in the United Arab Emirates, managing the wealth of high-net-worth families and principals. The firm focuses on diversified investments across private equity, venture capital, real estate, and alternative assets, with a strong emphasis on long-term value creation and generational wealth preservation.",,,enriched,d67fe381-f568-4e67-b1fb-9845bcd2b877
Thumbay Group,Venture Capital,Estimated $1B+ (conglomerate assets),$10M-$100M,"Dubai, United Arab Emirates","Conglomerate (Healthcare, Education, Hospitality, Real Estate, Retail)",Healthcare; Education; Hospitality; Real Estate; Retail; Industrial Products,Growth; Bridge,,1998,1001-5000,https://www.thumbay.com,https://www.linkedin.com/company/thumbay-group/,https://twitter.com/ThumbayGroup,,,,"Thumbay Group is a diversified business conglomerate and family office founded by Dr. Thumbay Moideen, with a strong presence in healthcare, education, hospitality, real estate, and retail sectors. The group operates globally, with a significant footprint in the UAE, India, and other GCC countries, and is known for its flagship healthcare institution, Thumbay Hospitals, and Gulf Medical University.",,smart_import,enriched,a20bf7ef-a015-4a15-9265-9ce0919e58cb
